methyl	মেথিল
metre	মিটার
metres	মিটার্জ
metric	মেট্রিক
metrics	মেট্রিক্স
metro	মেট্রো
metropolis	মেট্রপলিস
metropolitan	মেট্রপলিটান
mets	মেটস
mexican	মেক্সিকান
mexico	মেক্সিকো
meyer	মাইআর
mg	এমগি
mgm	এমগিএম
mh	এমেচ
mi	মি
mia	মিয়া
miami	মাইঅ্যামি
mib	মিব
mic	মিক
micah	মাইকা
mice	মাইস
michael	মাইকাল
michaels	মাইকালজ
michel	মিশেল
michele	মিশেল
michelle	মিশেল
michigan	মিশিগান
mick	মিক
mickey	মিকি
micro	মাইক্রো
microbial	মাইক্রোবিয়াল
microbiology	মাইক্রোবাইঅলজি
micron	মাইক্রন
micronesia	মাইক্রোনিজা
microphone	মাইক্রফোন
microphones	মাইক্রোফোনজ
microscope	মাইক্রস্কোপ
microscopic	মাইক্রস্কপিক
microscopy	মাইক্রাস্কপি
microsoft	মাইক্রোসফট
microsystems	মাইক্রোসিস্টেমজ
microwave	মাইক্রওয়েভ
mid	মিড
middle	মিডল
middlesex	মিডেলসেক্স
middleton	মিডেল্টন
middletown	মিডেল্টাউন
midget	মিজেট
midi	মিডি
midland	মিডল্যান্ড
midlands	মিডল্যান্ডজ
midnight	মিডনাইট
midst	মিডস্ট
midtown	মিডটাউন
midway	মিডোয়ে
midwest	মিডোয়েস্ট
mifflin	মিফলিন
might	মাইট
mighty	মাইটি
migraine	মাইগ্রেন
migrant	মাইগ্রান্ট
migrants	মাইগ্রান্টস
migrate	মাইগ্রেট
migrating	মাইগ্রেটিং
migration	মাইগ্রেশন
miguel	মিগেল
mike	মাইক
mikes	মাইক্স
mil	মিল
milan	মিলান
milano	মিলোনো
mild	মাইল্ড
mileage	মাইলেজ
miles	মাইলজ
milestone	মাইলস্টোন
milestones	মাইলস্টোনজ
milford	মিলফার্ড
military	মিলিটেরি
militia	মিলিশা
milk	মিলক
mill	মিল
millennium	মলেনিয়াম
miller	মিলার
milling	মিলিং
million	মিলিয়ন
millionaire	মিলিয়নেয়ার
millions	মিলিয়নজ
mills	মিলজ
milton	মিল্টন
milwaukee	মিলোয়াকি
mime	মাইম
mimi	মিমি
min	মিন
mind	মাইন্ড
minded	মাইন্ডড
mindless	মাইন্ডলেস
minds	মাইন্ডজ
mine	মাইন
miner	মাইনার
mineral	মিনারাল
minerals	মিনারালজ
miners	মাইনার্জ
mines	মাইনজ
ming	মিং
minh	মিন
mini	মিনি
miniature	মিনিয়াচুর
miniatures	মিনিয়াচার্জ
minimal	মিনিমাল
minimize	মিনিমাইজ
minimizing	মিনিমাইজিং
minimum	মিনিমাম
mining	মাইনিং
minister	মিনিস্টার
ministerial	মিনিস্টিরিয়াল
ministers	মিনিস্টার্জ
ministries	মিনিস্ট্রিজ
ministry	মিনিস্ট্রি
minneapolis	মিনিঅ্যাপলিস
minnesota	মিনেসোটা
minnie	মিনি
minolta	মিনল্টা
minor	মাইনার
minorities	মাইনরিটিজ
minority	মাইনরিটি
minors	মাইনার্জ
mint	মিন্ট
minus	মাইনাস
mips	মিপস
mir	মির
mira	মিরা
miracle	মিরকল
miracles	মিরকলজ
mirage	মারাজ
miranda	মারান্ডা
miriam	মিরিয়াম
mirror	মিরার
mirrors	মিরার্জ
mis	মিস
miscellaneous	মিসলেনিয়াস
misconduct	মিস্কন্ডাক্ট
miserable	মিজারবল
misery	মিজারি
misleading	মিসলিডিং
misplace	মিসপ্লেস
miss	মিস
missed	মিস্ট
misses	মিসজ
missile	মিসিল
missiles	মিসিলজ
missing	মিসিং
mission	মিশন
missionaries	মিশনেরিজ
missionary	মিশনেরি
missions	মিশনজ
mississauga	মিসিসগা
mississippi	মিসিসিপি
missouri	মিজুরি
missy	মিসি
mist	মিস্ট
mistake	মিস্টেক
mistaken	মিস্টেকেন
mistakes	মিস্টেক্স
mister	মিস্টার
mistress	মিস্ট্রেস
misty	মিস্টি
misuse	মিসিউজ
mit	এমাইটি
mitch	মিচ
mitchell	মিচেল
mitigate	মিটিগেট
mitigation	মিটিগেশন
mitochondrial	মাইটকোন্ড্রিয়াল
mitsubishi	মিটসুবিশি
mix	মিক্স
mixed	মিক্স্ট
mixer	মিক্সার
mixers	মিক্সার্জ
mixes	মিক্সজ
mixing	মিক্সিং
mixture	মিক্স্চার
mixtures	মিক্স্চার্জ
mm	ম
mo	মো
mob	মব
mobil	মোবিল
mobile	মোবিল
mobiles	মোবিলজ
mobility	মোবিলিটি
mobilization	মোবিলিজেশন
moby	মোবি
mock	মক
mod	মড
modal	মোডাল
mode	মোড
model	মডেল
modeled	মডেল্ড
modeling	মডেলিং
modelling	মডেলিং
models	মডেলজ
modem	মোডেম
modems	মোডেমজ
moderate	মডারাট
moderated	মোডারেটিড
moderately	মোডারটলি
moderation	মডারেশন
moderator	মডারেটার
moderators	মডারেটার্জ
modern	মডার্ন
modernization	মডারনিজেশন
modes	মোডজ
modest	মডেস্ট
modification	মডিফিকেশন
modifications	মডিফিকেশনজ
modified	মডিফাইড
modify	মডিফাই
modifying	মডিফাইইং
modular	মজালার
modulation	মজালেশন
module	মজুল
modules	মজুলজ
moe	মো
mohammed	মোহ্যামিড
moi	মোয়ো
moines	ময়নজ
moist	ময়স্ট
moisture	ময়স্চার
mojo	মোজো
mol	মল
mold	মোল্ড
molded	মোল্ডড
molding	মোল্ডিং
moldova	মোল্ডোভা
mole	মোল
molecular	মলেকিয়লার
molecule	মলেকিউল
molecules	মলেকিউলজ
molly	মলি
mom	মম
moment	মোমেন্ট
moments	মোমেন্টস
momentum	মোমেন্টাম
momma	মমা
mommy	মমি
moms	মমজ
mona	মোনা
monaco	মনাকো
monastery	মনাস্টেরি
mondays	মান্ডিজ
monde	মন্ড
mondo	মন্ডো
monetary	মনেটেরি
money	মানি
mongolia	মোংগোলিয়া
monica	মনিকা
monies	মানিজ
monitor	মনিটার
monitored	মনিটার্ড
monitoring	মনিটারিং
monitors	মনিটার্জ
monk	মাংক
monkey	মাংকি
monkeys	মাংকিজ
monks	মাংক্স
monmouth	মনমথ
mono	মোনো
monoclonal	মনকলোনাল
monogram	মনগ্রাম
monophonic	মনফনিক
monopoly	মনপলি
monroe	মনরো
monster	মনস্টার
monsters	মনস্টার্জ
mont	মন্ট
montana	মন্ট্যানা
monte	মোন্টি
montenegro	মন্টেনেগ্রো
monterey	মন্টারে
montgomery	মোন্টগামরি
monthly	মানথলি
months	মানথস
montreal	মন্ট্রিয়ল
montserrat	মনসারোট
monty	মন্টি
monument	মনিউমেন্ট
monuments	মনিয়মেন্টস
moo	মু
mood	মুড
moody	মুডি
moon	মুন
moonlight	মুনলাইট
moore	মুর
moose	মুস
mop	মপ
moral	মরাল
morale	মারাল
morales	মারালজ
morality	মারালিটি
moran	মারান
more	মর
moreover	মরোভার
morgan	মর্গান
mormon	মর্মন
morning	মর্নিং
mornings	মর্নিংজ
moroccan	মারকান
morocco	মারকো
morphology	মর্ফলজি
morris	মরিস
morrison	মরিসন
morrow	মরো
morse	মর্স
mortal	মর্টাল
mortality	মর্ট্যালিটি
mortar	মর্টার
mortgage	মর্গাজ
mortgages	মর্গজজ
morton	মর্টন
mos	মস
mosaic	মোজেইক
moscow	মস্কো
moses	মোজস
mosque	মোসক
mosquito	মস্কিটো
moss	মস
most	মোস্ট
mostly	মোস্টলি
motel	মোটেল
motels	মোটেলজ
mother	মাদার
motherboard	মাদারবর্ড
mothers	মাদার্জ
motif	মোটিফ
motion	মোশন
motions	মোশনজ
motivate	মোটিভেট
motivated	মোটভেটড
motivation	মোটিভেশন
motivational	মোটিভেশনাল
motive	মোটিভ
motives	মোটিভজ
motley	মটলি
moto	মোটো
motor	মোটার
motorcycle	মোটারসাইকল
motorcycles	মোটারসাইকলজ
motoring	মোটারিং
motorized	মোটারাইজড
motorola	মোটারোলা
motors	মোটার্জ
motto	মটো
mound	মাউন্ড
mount	মাউন্ট
mountain	মাউন্টান
mountains	মাউন্টানজ
mounted	মাউন্টড
mounting	মাউন্টিং
mounts	মাউন্টস
mourning	মর্নিং
mouse	মাউস
mouth	মাউথ
movable	মুভবল
move	মুভ
moved	মুভড
movement	মুভমন্ট
movements	মুভমন্টস
mover	মুভার
movers	মুভার্জ
moves	মুভজ
movie	মুভি
movies	মুভিজ
moving	মুভিং
mozambique	মোজ্যামবিক
mozart	মোজার্ট
mpeg	এম্পেগ
mpg	এম্পিজি
mph	এম্পিএচ
mr	মিস্টার
mri	এমোরাই
mrs	মিসিজ
ms	মিজ
mt	মাউন্ট
